# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2022-02-10 18:39:54 EST       (sdww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 13337000 LOCHSA RIVER NR LOWELL ID
# -----------------------------------------------------------------------------------
#
# Data provided for site 13337000
#            TS   parameter     statistic     Description
#         46504       00010     00001     Temperature, water, degrees Celsius (Maximum)
#         46505       00010     00002     Temperature, water, degrees Celsius (Minimum)
#         46507       00060     00003     Discharge, cubic feet per second (Mean)
#
# Data-value qualification codes included in this output:
#        
#     A  Approved for publication -- Processing and review completed.
#     P  Provisional data subject to revision.
#     e  Value has been estimated.
# 
agency_cd	site_no	datetime	46507_00060_00003	46507_00060_00003_cd
USGS	13337000	2011-01-12	785	A
USGS	13337000	2011-01-13	1040	A
USGS	13337000	2011-01-14	1460	A
USGS	13337000	2011-01-15	1840	A
USGS	13337000	2011-01-16	3320	A
USGS	13337000	2011-01-17	7270	A
USGS	13337000	2011-01-18	6680	A
USGS	13337000	2011-01-19	4630	A
USGS	13337000	2011-01-20	3530	A
USGS	13337000	2011-01-21	3130	A
USGS	13337000	2011-01-22	3050	A
USGS	13337000	2011-01-23	2640	A
USGS	13337000	2011-01-24	2420	A
USGS	13337000	2011-01-25	2610	A
USGS	13337000	2011-01-26	2420	A
USGS	13337000	2011-01-27	2280	A
USGS	13337000	2011-01-28	2180	A
USGS	13337000	2011-01-29	2090	A
USGS	13337000	2011-01-30	2040	A
USGS	13337000	2011-01-31	1890	A
USGS	13337000	2011-02-01	1510	A
USGS	13337000	2011-02-02	1260	A
USGS	13337000	2011-02-03	1510	A
USGS	13337000	2011-02-04	1920	A
USGS	13337000	2011-02-05	2200	A
USGS	13337000	2011-02-06	1870	A
USGS	13337000	2011-02-07	1880	A
USGS	13337000	2011-02-08	1830	A
USGS	13337000	2011-02-09	1670	A
USGS	13337000	2011-02-10	1620	A
USGS	13337000	2011-02-11	1570	A
USGS	13337000	2011-02-12	1530	A
USGS	13337000	2011-02-13	1570	A
USGS	13337000	2011-02-14	1550	A
USGS	13337000	2011-02-15	1570	A
USGS	13337000	2011-02-16	1790	A
USGS	13337000	2011-02-17	1800	A
USGS	13337000	2011-02-18	1710	A
USGS	13337000	2011-02-19	1650	A
USGS	13337000	2011-02-20	1590	A
USGS	13337000	2011-02-21	1500	A
USGS	13337000	2011-02-22	1470	A
USGS	13337000	2011-02-23	1420	A
USGS	13337000	2011-02-24	1350	A
USGS	13337000	2011-02-25	1130	A:e
USGS	13337000	2011-02-26	1110	A:e
USGS	13337000	2011-02-27	1230	A
USGS	13337000	2011-02-28	1240	A
USGS	13337000	2011-03-01	1240	A
USGS	13337000	2011-03-02	1210	A
USGS	13337000	2011-03-03	1220	A
USGS	13337000	2011-03-04	1170	A
USGS	13337000	2011-03-05	1170	A
USGS	13337000	2011-03-06	1200	A
USGS	13337000	2011-03-07	1190	A
USGS	13337000	2011-03-08	1170	A
USGS	13337000	2011-03-09	1150	A
USGS	13337000	2011-03-10	1190	A
USGS	13337000	2011-03-11	1390	A
USGS	13337000	2011-03-12	1290	A
USGS	13337000	2011-03-13	1270	A
USGS	13337000	2011-03-14	1520	A
USGS	13337000	2011-03-15	1620	A
USGS	13337000	2011-03-16	2020	A
USGS	13337000	2011-03-17	2020	A
USGS	13337000	2011-03-18	1920	A
USGS	13337000	2011-03-19	1870	A
USGS	13337000	2011-03-20	1750	A
USGS	13337000	2011-03-21	1670	A
USGS	13337000	2011-03-22	1780	A
USGS	13337000	2011-03-23	1690	A
USGS	13337000	2011-03-24	1660	A
USGS	13337000	2011-03-25	1660	A
USGS	13337000	2011-03-26	1650	A
USGS	13337000	2011-03-27	1670	A
USGS	13337000	2011-03-28	1670	A
USGS	13337000	2011-03-29	1630	A
USGS	13337000	2011-03-30	2080	A
USGS	13337000	2011-03-31	6070	A
USGS	13337000	2011-04-01	10900	A
USGS	13337000	2011-04-02	10500	A
USGS	13337000	2011-04-03	9070	A
USGS	13337000	2011-04-04	7170	A
USGS	13337000	2011-04-05	7080	A
USGS	13337000	2011-04-06	6210	A
USGS	13337000	2011-04-07	5310	A
USGS	13337000	2011-04-08	4610	A
USGS	13337000	2011-04-09	4100	A
USGS	13337000	2011-04-10	3710	A
USGS	13337000	2011-04-11	3460	A
USGS	13337000	2011-04-12	3240	A
USGS	13337000	2011-04-13	3100	A
USGS	13337000	2011-04-14	3020	A
USGS	13337000	2011-04-15	2880	A
USGS	13337000	2011-04-16	3060	A
USGS	13337000	2011-04-17	4340	A
USGS	13337000	2011-04-18	4120	A
USGS	13337000	2011-04-19	3810	A
USGS	13337000	2011-04-20	3490	A
USGS	13337000	2011-04-21	3380	A
USGS	13337000	2011-04-22	3200	A
USGS	13337000	2011-04-23	2990	A
USGS	13337000	2011-04-24	2980	A
USGS	13337000	2011-04-25	3250	A
USGS	13337000	2011-04-26	3470	A
USGS	13337000	2011-04-27	3320	A
USGS	13337000	2011-04-28	3490	A
USGS	13337000	2011-04-29	3360	A
USGS	13337000	2011-04-30	3190	A
USGS	13337000	2011-05-01	3040	A
USGS	13337000	2011-05-02	3010	A
USGS	13337000	2011-05-03	3250	A
USGS	13337000	2011-05-04	3270	A
USGS	13337000	2011-05-05	3470	A
USGS	13337000	2011-05-06	4010	A
USGS	13337000	2011-05-07	4850	A
USGS	13337000	2011-05-08	5520	A
USGS	13337000	2011-05-09	6040	A
USGS	13337000	2011-05-10	5910	A
USGS	13337000	2011-05-11	6560	A
USGS	13337000	2011-05-12	8140	A
USGS	13337000	2011-05-13	9860	A
USGS	13337000	2011-05-14	14100	A
USGS	13337000	2011-05-15	18600	A
USGS	13337000	2011-05-16	19300	A
USGS	13337000	2011-05-17	14800	A
USGS	13337000	2011-05-18	12400	A
USGS	13337000	2011-05-19	11800	A
USGS	13337000	2011-05-20	12400	A
USGS	13337000	2011-05-21	12800	A
USGS	13337000	2011-05-22	14800	A
USGS	13337000	2011-05-23	14100	A
USGS	13337000	2011-05-24	15900	A
USGS	13337000	2011-05-25	15200	A
USGS	13337000	2011-05-26	17000	A
USGS	13337000	2011-05-27	14600	A
USGS	13337000	2011-05-28	12500	A
USGS	13337000	2011-05-29	11000	A
USGS	13337000	2011-05-30	10100	A
USGS	13337000	2011-05-31	9920	A
USGS	13337000	2011-06-01	10700	A
USGS	13337000	2011-06-02	12800	A
USGS	13337000	2011-06-03	13000	A
USGS	13337000	2011-06-04	12000	A
USGS	13337000	2011-06-05	13000	A
USGS	13337000	2011-06-06	16500	A
USGS	13337000	2011-06-07	20500	A
USGS	13337000	2011-06-08	19800	A
USGS	13337000	2011-06-09	16700	A
USGS	13337000	2011-06-10	14900	A
USGS	13337000	2011-06-11	14700	A
USGS	13337000	2011-06-12	15200	A
USGS	13337000	2011-06-13	15200	A
USGS	13337000	2011-06-14	15100	A
USGS	13337000	2011-06-15	15200	A
USGS	13337000	2011-06-16	13300	A
USGS	13337000	2011-06-17	11900	A
USGS	13337000	2011-06-18	11100	A
USGS	13337000	2011-06-19	12400	A
USGS	13337000	2011-06-20	12300	A
USGS	13337000	2011-06-21	13300	A
USGS	13337000	2011-06-22	15300	A
USGS	13337000	2011-06-23	17700	A
USGS	13337000	2011-06-24	16300	A
USGS	13337000	2011-06-25	13500	A
USGS	13337000	2011-06-26	12200	A
USGS	13337000	2011-06-27	11500	A
USGS	13337000	2011-06-28	12300	A
USGS	13337000	2011-06-29	14500	A
USGS	13337000	2011-06-30	15900	A
USGS	13337000	2011-07-01	12300	A
USGS	13337000	2011-07-02	11200	A
USGS	13337000	2011-07-03	11300	A
USGS	13337000	2011-07-04	11600	A
USGS	13337000	2011-07-05	11000	A
USGS	13337000	2011-07-06	10500	A
USGS	13337000	2011-07-07	9980	A
USGS	13337000	2011-07-08	9550	A
USGS	13337000	2011-07-09	8230	A
USGS	13337000	2011-07-10	7080	A
USGS	13337000	2011-07-11	6570	A
USGS	13337000	2011-07-12	6410	A
USGS	13337000	2011-07-13	6370	A
USGS	13337000	2011-07-14	6460	A
USGS	13337000	2011-07-15	5570	A
USGS	13337000	2011-07-16	5010	A
USGS	13337000	2011-07-17	4780	A
USGS	13337000	2011-07-18	4500	A
USGS	13337000	2011-07-19	4280	A
USGS	13337000	2011-07-20	4370	A
USGS	13337000	2011-07-21	3760	A
USGS	13337000	2011-07-22	3440	A
USGS	13337000	2011-07-23	3190	A
USGS	13337000	2011-07-24	2870	A
USGS	13337000	2011-07-25	2670	A
USGS	13337000	2011-07-26	2550	A
USGS	13337000	2011-07-27	2410	A
USGS	13337000	2011-07-28	2230	A
USGS	13337000	2011-07-29	2070	A
USGS	13337000	2011-07-30	1950	A
USGS	13337000	2011-07-31	1850	A
USGS	13337000	2011-08-01	1770	A
USGS	13337000	2011-08-02	1700	A
USGS	13337000	2011-08-03	1610	A
USGS	13337000	2011-08-04	1520	A
USGS	13337000	2011-08-05	1520	A
USGS	13337000	2011-08-06	1450	A
USGS	13337000	2011-08-07	1350	A
USGS	13337000	2011-08-08	1270	A
USGS	13337000	2011-08-09	1200	A
USGS	13337000	2011-08-10	1140	A
USGS	13337000	2011-08-11	1090	A
USGS	13337000	2011-08-12	1040	A
USGS	13337000	2011-08-13	1000	A
USGS	13337000	2011-08-14	961	A
USGS	13337000	2011-08-15	922	A
USGS	13337000	2011-08-16	896	A
USGS	13337000	2011-08-17	866	A
USGS	13337000	2011-08-18	834	A
USGS	13337000	2011-08-19	806	A
USGS	13337000	2011-08-20	782	A
USGS	13337000	2011-08-21	760	A
USGS	13337000	2011-08-22	730	A
USGS	13337000	2011-08-23	706	A
USGS	13337000	2011-08-24	690	A
USGS	13337000	2011-08-25	676	A
USGS	13337000	2011-08-26	656	A
USGS	13337000	2011-08-27	639	A
USGS	13337000	2011-08-28	623	A
USGS	13337000	2011-08-29	638	A
USGS	13337000	2011-08-30	648	A
USGS	13337000	2011-08-31	611	A
USGS	13337000	2011-09-01	596	A
USGS	13337000	2011-09-02	584	A
USGS	13337000	2011-09-03	565	A
USGS	13337000	2011-09-04	555	A
USGS	13337000	2011-09-05	539	A
USGS	13337000	2011-09-06	523	A
USGS	13337000	2011-09-07	507	A
USGS	13337000	2011-09-08	496	A
USGS	13337000	2011-09-09	482	A
USGS	13337000	2011-09-10	474	A
USGS	13337000	2011-09-11	463	A
USGS	13337000	2011-09-12	454	A
USGS	13337000	2011-09-13	451	A
USGS	13337000	2011-09-14	442	A
USGS	13337000	2011-09-15	437	A
USGS	13337000	2011-09-16	462	A
USGS	13337000	2011-09-17	476	A
USGS	13337000	2011-09-18	475	A
USGS	13337000	2011-09-19	503	A
USGS	13337000	2011-09-20	500	A
USGS	13337000	2011-09-21	474	A
USGS	13337000	2011-09-22	452	A
USGS	13337000	2011-09-23	436	A
USGS	13337000	2011-09-24	423	A
USGS	13337000	2011-09-25	408	A
USGS	13337000	2011-09-26	401	A
USGS	13337000	2011-09-27	403	A
USGS	13337000	2011-09-28	397	A
USGS	13337000	2011-09-29	388	A
USGS	13337000	2011-09-30	386	A
USGS	13337000	2011-10-01	382	A
USGS	13337000	2011-10-02	377	A
USGS	13337000	2011-10-03	378	A
USGS	13337000	2011-10-04	393	A
USGS	13337000	2011-10-05	428	A
USGS	13337000	2011-10-06	663	A:e
USGS	13337000	2011-10-07	812	A
USGS	13337000	2011-10-08	862	A
USGS	13337000	2011-10-09	662	A
USGS	13337000	2011-10-10	566	A
USGS	13337000	2011-10-11	963	A
USGS	13337000	2011-10-12	1270	A
USGS	13337000	2011-10-13	929	A
USGS	13337000	2011-10-14	732	A
USGS	13337000	2011-10-15	708	A
USGS	13337000	2011-10-16	879	A
USGS	13337000	2011-10-17	970	A
USGS	13337000	2011-10-18	878	A
USGS	13337000	2011-10-19	739	A
USGS	13337000	2011-10-20	670	A
USGS	13337000	2011-10-21	645	A
USGS	13337000	2011-10-22	683	A
USGS	13337000	2011-10-23	777	A
USGS	13337000	2011-10-24	955	A
USGS	13337000	2011-10-25	1030	A
USGS	13337000	2011-10-26	879	A
USGS	13337000	2011-10-27	774	A
USGS	13337000	2011-10-28	717	A
USGS	13337000	2011-10-29	764	A
USGS	13337000	2011-10-30	808	A
USGS	13337000	2011-10-31	1030	A
USGS	13337000	2011-11-01	1380	A
USGS	13337000	2011-11-02	1050	A
USGS	13337000	2011-11-03	850	A:e
USGS	13337000	2011-11-04	845	A:e
USGS	13337000	2011-11-05	823	A
USGS	13337000	2011-11-06	750	A
USGS	13337000	2011-11-07	650	A:e
USGS	13337000	2011-11-08	695	A:e
USGS	13337000	2011-11-09	700	A:e
USGS	13337000	2011-11-10	598	A
USGS	13337000	2011-11-11	570	A:e
USGS	13337000	2011-11-12	660	A:e
USGS	13337000	2011-11-13	750	A:e
USGS	13337000	2011-11-14	759	A
USGS	13337000	2011-11-15	730	A
USGS	13337000	2011-11-16	600	A:e
USGS	13337000	2011-11-17	575	A:e
USGS	13337000	2011-11-18	735	A
USGS	13337000	2011-11-19	701	A
USGS	13337000	2011-11-20	658	A
USGS	13337000	2011-11-21	625	A
USGS	13337000	2011-11-22	648	A
USGS	13337000	2011-11-23	727	A
USGS	13337000	2011-11-24	812	A
USGS	13337000	2011-11-25	904	A
USGS	13337000	2011-11-26	770	A:e
USGS	13337000	2011-11-27	650	A:e
USGS	13337000	2011-11-28	738	A
USGS	13337000	2011-11-29	797	A
USGS	13337000	2011-11-30	774	A
USGS	13337000	2011-12-01	732	A
USGS	13337000	2011-12-02	653	A
USGS	13337000	2011-12-03	580	A:e
USGS	13337000	2011-12-04	560	A:e
USGS	13337000	2011-12-05	500	A:e
USGS	13337000	2011-12-06	440	A:e
USGS	13337000	2011-12-07	520	A:e
USGS	13337000	2011-12-08	550	A:e
USGS	13337000	2011-12-09	530	A:e
USGS	13337000	2011-12-10	510	A:e
USGS	13337000	2011-12-11	470	A:e
USGS	13337000	2011-12-12	450	A:e
USGS	13337000	2011-12-13	500	A:e
USGS	13337000	2011-12-14	530	A:e
USGS	13337000	2011-12-15	540	A:e
USGS	13337000	2011-12-16	560	A:e
USGS	13337000	2011-12-17	570	A:e
USGS	13337000	2011-12-18	560	A:e
USGS	13337000	2011-12-19	540	A:e
USGS	13337000	2011-12-20	510	A:e
USGS	13337000	2011-12-21	500	A:e
USGS	13337000	2011-12-22	450	A:e
USGS	13337000	2011-12-23	400	A:e
USGS	13337000	2011-12-24	370	A:e
USGS	13337000	2011-12-25	420	A:e
USGS	13337000	2011-12-26	550	A:e
USGS	13337000	2011-12-27	600	A:e
USGS	13337000	2011-12-28	783	A
USGS	13337000	2011-12-29	1910	A:e
USGS	13337000	2011-12-30	2030	A
USGS	13337000	2011-12-31	1920	A
USGS	13337000	2012-01-01	1370	A
USGS	13337000	2012-01-02	1160	A
USGS	13337000	2012-01-03	1070	A
USGS	13337000	2012-01-04	998	A
USGS	13337000	2012-01-05	962	A
USGS	13337000	2012-01-06	932	A
USGS	13337000	2012-01-07	879	A
USGS	13337000	2012-01-08	835	A
USGS	13337000	2012-01-09	792	A
USGS	13337000	2012-01-10	770	A:e
USGS	13337000	2012-01-11	700	A:e
USGS	13337000	2012-01-12	500	A:e
USGS	13337000	2012-01-13	440	A:e
USGS	13337000	2012-01-14	620	A:e
USGS	13337000	2012-01-15	770	A:e
USGS	13337000	2012-01-16	690	A:e
USGS	13337000	2012-01-17	650	A:e
USGS	13337000	2012-01-18	670	A
USGS	13337000	2012-01-19	831	A
USGS	13337000	2012-01-20	1120	A
USGS	13337000	2012-01-21	1110	A
USGS	13337000	2012-01-22	1130	A
USGS	13337000	2012-01-23	1020	A
USGS	13337000	2012-01-24	900	A
USGS	13337000	2012-01-25	862	A
USGS	13337000	2012-01-26	941	A
USGS	13337000	2012-01-27	940	A
USGS	13337000	2012-01-28	858	A
USGS	13337000	2012-01-29	837	A
USGS	13337000	2012-01-30	954	A
USGS	13337000	2012-01-31	971	A
USGS	13337000	2012-02-01	931	A
USGS	13337000	2012-02-02	897	A
USGS	13337000	2012-02-03	847	A
USGS	13337000	2012-02-04	780	A:e
USGS	13337000	2012-02-05	700	A:e
USGS	13337000	2012-02-06	690	A:e
USGS	13337000	2012-02-07	690	A:e
USGS	13337000	2012-02-08	710	A:e
USGS	13337000	2012-02-09	740	A
USGS	13337000	2012-02-10	790	A
USGS	13337000	2012-02-11	817	A
USGS	13337000	2012-02-12	867	A
USGS	13337000	2012-02-13	842	A
USGS	13337000	2012-02-14	827	A
USGS	13337000	2012-02-15	802	A
USGS	13337000	2012-02-16	768	A
USGS	13337000	2012-02-17	762	A
USGS	13337000	2012-02-18	775	A
USGS	13337000	2012-02-19	774	A
USGS	13337000	2012-02-20	747	A
USGS	13337000	2012-02-21	844	A
USGS	13337000	2012-02-22	3810	A
USGS	13337000	2012-02-23	4190	A
USGS	13337000	2012-02-24	2840	A
USGS	13337000	2012-02-25	2360	A
USGS	13337000	2012-02-26	1960	A
USGS	13337000	2012-02-27	1680	A
USGS	13337000	2012-02-28	1500	A
USGS	13337000	2012-02-29	1390	A
USGS	13337000	2012-03-01	1360	A
USGS	13337000	2012-03-02	1280	A
USGS	13337000	2012-03-03	1230	A
USGS	13337000	2012-03-04	1210	A
USGS	13337000	2012-03-05	1250	A
USGS	13337000	2012-03-06	1320	A
USGS	13337000	2012-03-07	1220	A
USGS	13337000	2012-03-08	1170	A
USGS	13337000	2012-03-09	1170	A
USGS	13337000	2012-03-10	1230	A
USGS	13337000	2012-03-11	1360	A
USGS	13337000	2012-03-12	1440	A
USGS	13337000	2012-03-13	1450	A
USGS	13337000	2012-03-14	1430	A
USGS	13337000	2012-03-15	1440	A
USGS	13337000	2012-03-16	3420	A
USGS	13337000	2012-03-17	3890	A
USGS	13337000	2012-03-18	3340	A
USGS	13337000	2012-03-19	2870	A
USGS	13337000	2012-03-20	2520	A
USGS	13337000	2012-03-21	2390	A
USGS	13337000	2012-03-22	2290	A
USGS	13337000	2012-03-23	2210	A
USGS	13337000	2012-03-24	2170	A
USGS	13337000	2012-03-25	2160	A
USGS	13337000	2012-03-26	2570	A
USGS	13337000	2012-03-27	2740	A
USGS	13337000	2012-03-28	2910	A
USGS	13337000	2012-03-29	3080	A
USGS	13337000	2012-03-30	3450	A
USGS	13337000	2012-03-31	5270	A
USGS	13337000	2012-04-01	6370	A
USGS	13337000	2012-04-02	5650	A
USGS	13337000	2012-04-03	4870	A
USGS	13337000	2012-04-04	4490	A
USGS	13337000	2012-04-05	4040	A
USGS	13337000	2012-04-06	3670	A
USGS	13337000	2012-04-07	3330	A
USGS	13337000	2012-04-08	3070	A
USGS	13337000	2012-04-09	2980	A
USGS	13337000	2012-04-10	3230	A
USGS	13337000	2012-04-11	4030	A
USGS	13337000	2012-04-12	6240	A
USGS	13337000	2012-04-13	6850	A
USGS	13337000	2012-04-14	6400	A
USGS	13337000	2012-04-15	6190	A
USGS	13337000	2012-04-16	5680	A
USGS	13337000	2012-04-17	5830	A
USGS	13337000	2012-04-18	6010	A
USGS	13337000	2012-04-19	6160	A
USGS	13337000	2012-04-20	6600	A
USGS	13337000	2012-04-21	8460	A
USGS	13337000	2012-04-22	10500	A
USGS	13337000	2012-04-23	13200	A
USGS	13337000	2012-04-24	17300	A
USGS	13337000	2012-04-25	19000	A
USGS	13337000	2012-04-26	19400	A
USGS	13337000	2012-04-27	20100	A
USGS	13337000	2012-04-28	14700	A
USGS	13337000	2012-04-29	11600	A
USGS	13337000	2012-04-30	10600	A
USGS	13337000	2012-05-01	11100	A
USGS	13337000	2012-05-02	9410	A
USGS	13337000	2012-05-03	8280	A
USGS	13337000	2012-05-04	8090	A
USGS	13337000	2012-05-05	7720	A
USGS	13337000	2012-05-06	6990	A
USGS	13337000	2012-05-07	6580	A
USGS	13337000	2012-05-08	6890	A
USGS	13337000	2012-05-09	8040	A
USGS	13337000	2012-05-10	9280	A
USGS	13337000	2012-05-11	8590	A
USGS	13337000	2012-05-12	8200	A
USGS	13337000	2012-05-13	8570	A
USGS	13337000	2012-05-14	9800	A
USGS	13337000	2012-05-15	11700	A
USGS	13337000	2012-05-16	14300	A
USGS	13337000	2012-05-17	15300	A
USGS	13337000	2012-05-18	13100	A
USGS	13337000	2012-05-19	11600	A
USGS	13337000	2012-05-20	10600	A
USGS	13337000	2012-05-21	10900	A
USGS	13337000	2012-05-22	16900	A
USGS	13337000	2012-05-23	15200	A
USGS	13337000	2012-05-24	12400	A
USGS	13337000	2012-05-25	10500	A
USGS	13337000	2012-05-26	9000	A
USGS	13337000	2012-05-27	8280	A
USGS	13337000	2012-05-28	7860	A
USGS	13337000	2012-05-29	7790	A
USGS	13337000	2012-05-30	7700	A
USGS	13337000	2012-05-31	7600	A
USGS	13337000	2012-06-01	9400	A
USGS	13337000	2012-06-02	11800	A
USGS	13337000	2012-06-03	12100	A
USGS	13337000	2012-06-04	11000	A
USGS	13337000	2012-06-05	13300	A
USGS	13337000	2012-06-06	12500	A
USGS	13337000	2012-06-07	9980	A
USGS	13337000	2012-06-08	8910	A
USGS	13337000	2012-06-09	8540	A
USGS	13337000	2012-06-10	8700	A
USGS	13337000	2012-06-11	7910	A
USGS	13337000	2012-06-12	7680	A
USGS	13337000	2012-06-13	9400	A
USGS	13337000	2012-06-14	9910	A
USGS	13337000	2012-06-15	9080	A
USGS	13337000	2012-06-16	8700	A
USGS	13337000	2012-06-17	9100	A
USGS	13337000	2012-06-18	10100	A
USGS	13337000	2012-06-19	8740	A
USGS	13337000	2012-06-20	7380	A
USGS	13337000	2012-06-21	6970	A
USGS	13337000	2012-06-22	7360	A
USGS	13337000	2012-06-23	7830	A
USGS	13337000	2012-06-24	7670	A
USGS	13337000	2012-06-25	7440	A
USGS	13337000	2012-06-26	7360	A
USGS	13337000	2012-06-27	6410	A
USGS	13337000	2012-06-28	5430	A
USGS	13337000	2012-06-29	5120	A
USGS	13337000	2012-06-30	4870	A
USGS	13337000	2012-07-01	4750	A
USGS	13337000	2012-07-02	4450	A
USGS	13337000	2012-07-03	4190	A
USGS	13337000	2012-07-04	3820	A
USGS	13337000	2012-07-05	3450	A
USGS	13337000	2012-07-06	3240	A
USGS	13337000	2012-07-07	3090	A
USGS	13337000	2012-07-08	2990	A
USGS	13337000	2012-07-09	2840	A
USGS	13337000	2012-07-10	2820	A
USGS	13337000	2012-07-11	2610	A
USGS	13337000	2012-07-12	2390	A
USGS	13337000	2012-07-13	2220	A
USGS	13337000	2012-07-14	2140	A
USGS	13337000	2012-07-15	2050	A
USGS	13337000	2012-07-16	1960	A
USGS	13337000	2012-07-17	1950	A
USGS	13337000	2012-07-18	1820	A
USGS	13337000	2012-07-19	1650	A
USGS	13337000	2012-07-20	1540	A
USGS	13337000	2012-07-21	1460	A
USGS	13337000	2012-07-22	1380	A
USGS	13337000	2012-07-23	1300	A
USGS	13337000	2012-07-24	1230	A
USGS	13337000	2012-07-25	1170	A
USGS	13337000	2012-07-26	1120	A
USGS	13337000	2012-07-27	1070	A
USGS	13337000	2012-07-28	1020	A
USGS	13337000	2012-07-29	985	A
USGS	13337000	2012-07-30	945	A
USGS	13337000	2012-07-31	903	A
USGS	13337000	2012-08-01	866	A
USGS	13337000	2012-08-02	836	A
USGS	13337000	2012-08-03	817	A
USGS	13337000	2012-08-04	791	A
USGS	13337000	2012-08-05	765	A
USGS	13337000	2012-08-06	739	A
USGS	13337000	2012-08-07	721	A
USGS	13337000	2012-08-08	700	A
USGS	13337000	2012-08-09	675	A
USGS	13337000	2012-08-10	663	A
USGS	13337000	2012-08-11	641	A
USGS	13337000	2012-08-12	623	A
USGS	13337000	2012-08-13	602	A
USGS	13337000	2012-08-14	583	A
USGS	13337000	2012-08-15	564	A
USGS	13337000	2012-08-16	554	A
USGS	13337000	2012-08-17	542	A
USGS	13337000	2012-08-18	533	A
USGS	13337000	2012-08-19	519	A
USGS	13337000	2012-08-20	505	A
USGS	13337000	2012-08-21	500	A
USGS	13337000	2012-08-22	497	A
USGS	13337000	2012-08-23	489	A
USGS	13337000	2012-08-24	469	A
USGS	13337000	2012-08-25	456	A
USGS	13337000	2012-08-26	451	A
USGS	13337000	2012-08-27	447	A
USGS	13337000	2012-08-28	442	A
USGS	13337000	2012-08-29	431	A
USGS	13337000	2012-08-30	419	A
USGS	13337000	2012-08-31	415	A
USGS	13337000	2012-09-01	413	A
USGS	13337000	2012-09-02	401	A
USGS	13337000	2012-09-03	394	A
USGS	13337000	2012-09-04	389	A
USGS	13337000	2012-09-05	386	A
USGS	13337000	2012-09-06	384	A
USGS	13337000	2012-09-07	381	A
USGS	13337000	2012-09-08	377	A
USGS	13337000	2012-09-09	375	A
USGS	13337000	2012-09-10	372	A
USGS	13337000	2012-09-11	366	A
USGS	13337000	2012-09-12	362	A
USGS	13337000	2012-09-13	360	A
USGS	13337000	2012-09-14	359	A
USGS	13337000	2012-09-15	359	A
USGS	13337000	2012-09-16	355	A
USGS	13337000	2012-09-17	350	A
USGS	13337000	2012-09-18	344	A
USGS	13337000	2012-09-19	339	A
USGS	13337000	2012-09-20	335	A
USGS	13337000	2012-09-21	333	A
USGS	13337000	2012-09-22	333	A
USGS	13337000	2012-09-23	333	A
USGS	13337000	2012-09-24	330	A
USGS	13337000	2012-09-25	328	A
USGS	13337000	2012-09-26	328	A
USGS	13337000	2012-09-27	328	A
USGS	13337000	2012-09-28	326	A
USGS	13337000	2012-09-29	323	A
USGS	13337000	2012-09-30	317	A
USGS	13337000	2012-10-01	314	A
USGS	13337000	2012-10-02	312	A
USGS	13337000	2012-10-03	307	A
USGS	13337000	2012-10-04	306	A
USGS	13337000	2012-10-05	311	A
USGS	13337000	2012-10-06	319	A
USGS	13337000	2012-10-07	324	A
USGS	13337000	2012-10-08	328	A
USGS	13337000	2012-10-09	329	A
USGS	13337000	2012-10-10	326	A
USGS	13337000	2012-10-11	324	A
USGS	13337000	2012-10-12	321	A
USGS	13337000	2012-10-13	350	A
USGS	13337000	2012-10-14	410	A
USGS	13337000	2012-10-15	502	A
USGS	13337000	2012-10-16	1100	A
USGS	13337000	2012-10-17	1120	A
USGS	13337000	2012-10-18	693	A
USGS	13337000	2012-10-19	533	A
USGS	13337000	2012-10-20	817	A
USGS	13337000	2012-10-21	971	A
USGS	13337000	2012-10-22	695	A
USGS	13337000	2012-10-23	601	A
USGS	13337000	2012-10-24	552	A
USGS	13337000	2012-10-25	517	A
USGS	13337000	2012-10-26	506	A
USGS	13337000	2012-10-27	500	A
USGS	13337000	2012-10-28	872	A
USGS	13337000	2012-10-29	2820	A
USGS	13337000	2012-10-30	3450	A
USGS	13337000	2012-10-31	1950	A
USGS	13337000	2012-11-01	1500	A
USGS	13337000	2012-11-02	1730	A
USGS	13337000	2012-11-03	1550	A
USGS	13337000	2012-11-04	1330	A
USGS	13337000	2012-11-05	1250	A
USGS	13337000	2012-11-06	1190	A
USGS	13337000	2012-11-07	1210	A
USGS	13337000	2012-11-08	1250	A
USGS	13337000	2012-11-09	1160	A
USGS	13337000	2012-11-10	1060	A
USGS	13337000	2012-11-11	949	A
USGS	13337000	2012-11-12	904	A
USGS	13337000	2012-11-13	920	A
USGS	13337000	2012-11-14	967	A
USGS	13337000	2012-11-15	965	A
USGS	13337000	2012-11-16	898	A
USGS	13337000	2012-11-17	873	A
USGS	13337000	2012-11-18	1040	A
USGS	13337000	2012-11-19	1020	A
